ID;Label;crop2-fix-512-7_acc.pth
['RAID/train/crop512-fix//N_1409.png'];0.0;0.001086992328055203
['RAID/train/crop512-fix//N_108.png'];0.0;0.0026006868574768305
['RAID/train/crop512-fix//N_1814.png'];0.0;0.003823197679594159
['RAID/train/crop512-fix//N_1221.png'];0.0;0.0030709723941981792
['RAID/train/crop512-fix//N_1027.png'];0.0;0.00019367354980204254
['RAID/train/crop512-fix//P_16.png'];1.0;0.9973562955856323
['RAID/train/crop512-fix//N_1690.png'];0.0;0.0022528201807290316
['RAID/train/crop512-fix//N_1163.png'];0.0;1.8483566236682236e-05
['RAID/train/crop512-fix//N_1406.png'];0.0;0.011668327264487743
['RAID/train/crop512-fix//N_1457.png'];0.0;0.0023963681887835264
['RAID/train/crop512-fix//P_667.png'];1.0;0.9812940359115601
['RAID/train/crop512-fix//N_1073.png'];0.0;0.03610110282897949
['RAID/train/crop512-fix//N_1393.png'];0.0;0.005841578356921673
['RAID/train/crop512-fix//N_1408.png'];0.0;0.0004956283373758197
['RAID/train/crop512-fix//N_1815.png'];0.0;0.44523507356643677
['RAID/train/crop512-fix//N_959.png'];0.0;0.12298866361379623
['RAID/train/crop512-fix//P_634.png'];1.0;0.9940202236175537
['RAID/train/crop512-fix//N_493.png'];0.0;0.393696665763855
['RAID/train/crop512-fix//P_398.png'];1.0;0.9885118007659912
['RAID/train/crop512-fix//P_599.png'];1.0;0.9743452668190002
['RAID/train/crop512-fix//N_1376.png'];0.0;2.1112342437845655e-05
['RAID/train/crop512-fix//N_1744.png'];0.0;0.09107712656259537
['RAID/train/crop512-fix//P_170.png'];1.0;0.9946289658546448
['RAID/train/crop512-fix//N_866.png'];0.0;0.0022807440254837275
['RAID/train/crop512-fix//P_118.png'];1.0;0.9991280436515808
['RAID/train/crop512-fix//N_1238.png'];0.0;0.3507784307003021
['RAID/train/crop512-fix//N_1102.png'];0.0;0.0007075452012941241
['RAID/train/crop512-fix//P_199.png'];1.0;0.9988301396369934
['RAID/train/crop512-fix//P_712.png'];1.0;0.9853472709655762
['RAID/train/crop512-fix//P_240.png'];1.0;0.9557536840438843
['RAID/train/crop512-fix//P_521.png'];1.0;0.7642301917076111
['RAID/train/crop512-fix//N_1727.png'];0.0;0.00022605148842558265
['RAID/train/crop512-fix//N_1677.png'];0.0;0.0003722006513271481
['RAID/train/crop512-fix//N_1220.png'];0.0;0.0014927684096619487
['RAID/train/crop512-fix//N_1576.png'];0.0;0.2489396184682846
['RAID/train/crop512-fix//P_318.png'];1.0;0.866838276386261
['RAID/train/crop512-fix//N_177.png'];0.0;0.005455695558339357
['RAID/train/crop512-fix//P_288.png'];1.0;0.9988889098167419
['RAID/train/crop512-fix//N_1192.png'];0.0;0.02390339784324169
['RAID/train/crop512-fix//N_1797.png'];0.0;0.46116742491722107
['RAID/train/crop512-fix//N_1629.png'];0.0;0.0007842141785658896
['RAID/train/crop512-fix//N_1233.png'];0.0;8.506536447461244e-11
['RAID/train/crop512-fix//N_1051.png'];0.0;0.0004496744950301945
['RAID/train/crop512-fix//P_615.png'];1.0;0.9924499988555908
['RAID/train/crop512-fix//N_1713.png'];0.0;0.043125685304403305
['RAID/train/crop512-fix//P_566.png'];1.0;0.9984003901481628
['RAID/train/crop512-fix//N_1466.png'];0.0;0.008431494235992432
['RAID/train/crop512-fix//N_1091.png'];0.0;0.45005619525909424
['RAID/train/crop512-fix//N_1607.png'];0.0;0.026032663881778717
['RAID/train/crop512-fix//N_1354.png'];0.0;0.00042599564767442644
['RAID/train/crop512-fix//N_1749.png'];0.0;0.012786341831088066
['RAID/train/crop512-fix//P_523.png'];1.0;0.9326589703559875
['RAID/train/crop512-fix//P_646.png'];1.0;0.9330578446388245
['RAID/train/crop512-fix//N_858.png'];0.0;0.1559692621231079
['RAID/train/crop512-fix//P_104.png'];1.0;0.9922419786453247
['RAID/train/crop512-fix//N_1202.png'];0.0;0.03634648025035858
['RAID/train/crop512-fix//N_931.png'];0.0;0.0018621428171172738
['RAID/train/crop512-fix//N_1047.png'];0.0;0.002281731693074107
['RAID/train/crop512-fix//N_1801.png'];0.0;0.018107298761606216
['RAID/train/crop512-fix//N_1267.png'];0.0;0.0023231382947415113
['RAID/train/crop512-fix//P_426.png'];1.0;0.9996272325515747
['RAID/train/crop512-fix//N_1193.png'];0.0;0.01178060658276081
['RAID/train/crop512-fix//P_351.png'];1.0;0.9924593567848206
['RAID/train/crop512-fix//N_1081.png'];0.0;0.10187964141368866
['RAID/train/crop512-fix//P_651.png'];1.0;0.9568324089050293
['RAID/train/crop512-fix//N_1111.png'];0.0;0.011253210715949535
['RAID/train/crop512-fix//P_373.png'];1.0;0.9380181431770325
['RAID/train/crop512-fix//N_964.png'];0.0;0.013998512178659439
['RAID/train/crop512-fix//N_930.png'];0.0;0.028385721147060394
['RAID/train/crop512-fix//P_528.png'];1.0;0.9988380074501038
['RAID/train/crop512-fix//N_1861.png'];0.0;0.0001267529878532514
['RAID/train/crop512-fix//P_122.png'];1.0;0.9580082893371582
['RAID/train/crop512-fix//N_1754.png'];0.0;5.23820381204132e-05
['RAID/train/crop512-fix//P_629.png'];1.0;0.9641308784484863
['RAID/train/crop512-fix//P_135.png'];1.0;0.9973090887069702
['RAID/train/crop512-fix//N_1398.png'];0.0;0.0015638853656128049
['RAID/train/crop512-fix//N_1807.png'];0.0;0.0029956817161291838
['RAID/train/crop512-fix//N_861.png'];0.0;0.12144655734300613
['RAID/train/crop512-fix//P_641.png'];1.0;0.9482845664024353
['RAID/train/crop512-fix//N_1678.png'];0.0;0.008979002013802528
['RAID/train/crop512-fix//N_834.png'];0.0;0.021079521626234055
['RAID/train/crop512-fix//N_1821.png'];0.0;0.00779294827952981
['RAID/train/crop512-fix//N_1785.png'];0.0;0.019742632284760475
['RAID/train/crop512-fix//P_3.png'];1.0;0.9915264248847961
['RAID/train/crop512-fix//N_849.png'];0.0;0.007287690415978432
['RAID/train/crop512-fix//N_877.png'];0.0;0.01936984993517399
['RAID/train/crop512-fix//N_1270.png'];0.0;0.004844432231038809
['RAID/train/crop512-fix//P_127.png'];1.0;0.8583208918571472
['RAID/train/crop512-fix//P_354.png'];1.0;0.9973546266555786
['RAID/train/crop512-fix//N_1087.png'];0.0;2.576798366696331e-13
['RAID/train/crop512-fix//P_334.png'];1.0;0.9731879830360413
['RAID/train/crop512-fix//N_1389.png'];0.0;0.17193622887134552
['RAID/train/crop512-fix//N_1405.png'];0.0;0.3939628303050995
['RAID/train/crop512-fix//N_1162.png'];0.0;0.002251326572149992
['RAID/train/crop512-fix//P_444.png'];1.0;0.9949402809143066
['RAID/train/crop512-fix//P_340.png'];1.0;0.9653211236000061
['RAID/train/crop512-fix//N_1029.png'];0.0;0.0004409054236020893
['RAID/train/crop512-fix//N_1433.png'];0.0;0.023453641682863235
['RAID/train/crop512-fix//N_1790.png'];0.0;0.001010912237688899
['RAID/train/crop512-fix//N_1305.png'];0.0;0.4174012541770935
['RAID/train/crop512-fix//N_810.png'];0.0;0.00974594708532095
['RAID/train/crop512-fix//P_655.png'];1.0;0.9987747073173523
['RAID/train/crop512-fix//P_26.png'];1.0;0.9645425081253052
['RAID/train/crop512-fix//N_1747.png'];0.0;0.021462786942720413
['RAID/train/crop512-fix//P_701.png'];1.0;0.9449547529220581
['RAID/train/crop512-fix//N_1594.png'];0.0;0.0028382190503180027
['RAID/train/crop512-fix//P_336.png'];1.0;0.9917504191398621
['RAID/train/crop512-fix//N_1282.png'];0.0;0.017338253557682037
['RAID/train/crop512-fix//N_1473.png'];0.0;8.2585152995307e-05
['RAID/train/crop512-fix//N_1019.png'];0.0;0.009396171197295189
['RAID/train/crop512-fix//N_859.png'];0.0;0.3212406635284424
['RAID/train/crop512-fix//N_1537.png'];0.0;0.003071632469072938
['RAID/train/crop512-fix//P_451.png'];1.0;0.8467843532562256
['RAID/train/crop512-fix//N_1189.png'];0.0;0.00048279683687724173
['RAID/train/crop512-fix//N_1352.png'];0.0;0.00015241782239172608
['RAID/train/crop512-fix//N_1249.png'];0.0;0.007270874921232462
['RAID/train/crop512-fix//N_833.png'];0.0;0.24563942849636078
['RAID/train/crop512-fix//N_1226.png'];0.0;9.025447070598602e-05
['RAID/train/crop512-fix//P_36.png'];1.0;0.744509756565094
['RAID/train/crop512-fix//N_1798.png'];0.0;0.038308121263980865
['RAID/train/crop512-fix//P_79.png'];1.0;0.996405839920044
['RAID/train/crop512-fix//P_789.png'];1.0;0.9951360821723938
['RAID/train/crop512-fix//P_404.png'];1.0;0.999546468257904
['RAID/train/crop512-fix//N_942.png'];0.0;0.009612194262444973
['RAID/train/crop512-fix//P_796.png'];1.0;0.9957520961761475
['RAID/train/crop512-fix//N_1687.png'];0.0;1.0150487383953077e-07
['RAID/train/crop512-fix//N_1367.png'];0.0;0.0029358924366533756
['RAID/train/crop512-fix//N_1319.png'];0.0;0.05859566479921341
['RAID/train/crop512-fix//N_474.png'];0.0;0.048299144953489304
['RAID/train/crop512-fix//N_317.png'];0.0;0.1283329576253891
['RAID/train/crop512-fix//P_519.png'];1.0;0.7240902781486511
['RAID/train/crop512-fix//P_472.png'];1.0;0.9934723377227783
['RAID/train/crop512-fix//P_801.png'];1.0;0.23502886295318604
['RAID/train/crop512-fix//N_895.png'];0.0;0.015261858701705933
['RAID/train/crop512-fix//N_1372.png'];0.0;0.40590858459472656
['RAID/train/crop512-fix//P_626.png'];1.0;0.903342068195343
['RAID/train/crop512-fix//N_1106.png'];0.0;0.00037042825715616345
['RAID/train/crop512-fix//N_283.png'];0.0;0.02543889544904232
['RAID/train/crop512-fix//N_1224.png'];0.0;0.003509955480694771
['RAID/train/crop512-fix//P_87.png'];1.0;0.9831125140190125
['RAID/train/crop512-fix//N_1642.png'];0.0;0.017049001529812813
['RAID/train/crop512-fix//N_857.png'];0.0;0.008146796375513077
['RAID/train/crop512-fix//N_607.png'];0.0;0.01778414659202099
['RAID/train/crop512-fix//P_614.png'];1.0;0.7198837995529175
['RAID/train/crop512-fix//N_1387.png'];0.0;0.00047379403258673847
['RAID/train/crop512-fix//N_985.png'];0.0;0.003341496456414461
['RAID/train/crop512-fix//N_1210.png'];0.0;0.0051953610964119434
['RAID/train/crop512-fix//P_193.png'];1.0;0.9994062185287476
['RAID/train/crop512-fix//N_658.png'];0.0;0.0059583368711173534
['RAID/train/crop512-fix//P_662.png'];1.0;0.9843988418579102
['RAID/train/crop512-fix//N_1736.png'];0.0;0.0424034520983696
['RAID/train/crop512-fix//N_988.png'];0.0;0.009165837429463863
['RAID/train/crop512-fix//N_1808.png'];0.0;0.000222870206926018
['RAID/train/crop512-fix//P_65.png'];1.0;0.9974601864814758
['RAID/train/crop512-fix//P_518.png'];1.0;0.9654132723808289
['RAID/train/crop512-fix//N_1003.png'];0.0;0.29562142491340637
['RAID/train/crop512-fix//N_1105.png'];0.0;0.004068667069077492
['RAID/train/crop512-fix//N_1528.png'];0.0;0.02080376259982586
['RAID/train/crop512-fix//N_1017.png'];0.0;0.04710477218031883
['RAID/train/crop512-fix//P_111.png'];1.0;0.9998314380645752
['RAID/train/crop512-fix//N_1869.png'];0.0;0.0017048051813617349
['RAID/train/crop512-fix//N_879.png'];0.0;0.09120859950780869
['RAID/train/crop512-fix//P_687.png'];1.0;0.8401050567626953
['RAID/train/crop512-fix//P_571.png'];1.0;0.9937897324562073
['RAID/train/crop512-fix//N_1866.png'];0.0;0.0008061992120929062
['RAID/train/crop512-fix//N_1382.png'];0.0;0.001472730771638453
['RAID/train/crop512-fix//P_95.png'];1.0;0.886376142501831
['RAID/train/crop512-fix//N_941.png'];0.0;0.019383125007152557
['RAID/train/crop512-fix//P_315.png'];1.0;0.9247583746910095
['RAID/train/crop512-fix//N_1802.png'];0.0;0.0018782931147143245
['RAID/train/crop512-fix//N_1359.png'];0.0;6.346206646412611e-05
['RAID/train/crop512-fix//N_1241.png'];0.0;0.007610009983181953
['RAID/train/crop512-fix//P_502.png'];1.0;0.9898205995559692
['RAID/train/crop512-fix//P_411.png'];1.0;0.3464481234550476
['RAID/train/crop512-fix//P_359.png'];1.0;0.9816190004348755
['RAID/train/crop512-fix//P_381.png'];1.0;0.8112900257110596
['RAID/train/crop512-fix//P_609.png'];1.0;0.6561744809150696
['RAID/train/crop512-fix//N_1812.png'];0.0;0.0021481947042047977
['RAID/train/crop512-fix//P_542.png'];1.0;0.9909932017326355
['RAID/train/crop512-fix//P_21.png'];1.0;0.9816606044769287
['RAID/train/crop512-fix//P_188.png'];1.0;0.9998842477798462
['RAID/train/crop512-fix//P_578.png'];1.0;0.5801857709884644
['RAID/train/crop512-fix//N_1453.png'];0.0;0.00019291513308417052
['RAID/train/crop512-fix//P_268.png'];1.0;0.9965894222259521
['RAID/train/crop512-fix//N_1235.png'];0.0;5.8056106354342774e-05
['RAID/train/crop512-fix//P_597.png'];1.0;0.9602868556976318
['RAID/train/crop512-fix//N_1044.png'];0.0;0.0029227437917143106
['RAID/train/crop512-fix//P_593.png'];1.0;0.8870128393173218
['RAID/train/crop512-fix//P_793.png'];1.0;0.9989354014396667
['RAID/train/crop512-fix//N_1620.png'];0.0;0.0016887198435142636
['RAID/train/crop512-fix//N_809.png'];0.0;0.012112163007259369
['RAID/train/crop512-fix//N_1638.png'];0.0;0.006148753687739372
['RAID/train/crop512-fix//N_1020.png'];0.0;3.2229934866789822e-12
['RAID/train/crop512-fix//P_632.png'];1.0;0.7523502707481384
['RAID/train/crop512-fix//N_1191.png'];0.0;0.0006234943866729736
['RAID/train/crop512-fix//N_1337.png'];0.0;0.020048748701810837
['RAID/train/crop512-fix//P_103.png'];1.0;0.9894694089889526
['RAID/train/crop512-fix//P_769.png'];1.0;0.9983527660369873
['RAID/train/crop512-fix//N_1500.png'];0.0;9.957901784218848e-05
['RAID/train/crop512-fix//P_362.png'];1.0;0.5105676054954529
['RAID/train/crop512-fix//N_1552.png'];0.0;0.01043603103607893
['RAID/train/crop512-fix//N_1269.png'];0.0;0.00533689372241497
['RAID/train/crop512-fix//N_982.png'];0.0;0.00016039953334257007
['RAID/train/crop512-fix//P_88.png'];1.0;0.9712424874305725
['RAID/train/crop512-fix//N_1164.png'];0.0;0.06294764578342438
['RAID/train/crop512-fix//P_747.png'];1.0;0.9395187497138977
['RAID/train/crop512-fix//P_734.png'];1.0;0.6918519735336304
['RAID/train/crop512-fix//P_649.png'];1.0;0.9872015714645386
['RAID/train/crop512-fix//N_1689.png'];0.0;0.004430892877280712
['RAID/train/crop512-fix//P_410.png'];1.0;0.9644471406936646
['RAID/train/crop512-fix//P_666.png'];1.0;0.996253252029419
['RAID/train/crop512-fix//N_423.png'];0.0;0.9904871582984924
['RAID/train/crop512-fix//P_378.png'];1.0;0.9915914535522461
['RAID/train/crop512-fix//P_76.png'];1.0;0.9518620371818542
['RAID/train/crop512-fix//P_547.png'];1.0;0.9695203304290771
['RAID/train/crop512-fix//P_550.png'];1.0;0.9272767305374146
['RAID/train/crop512-fix//N_1581.png'];0.0;0.0006581147899851203
['RAID/train/crop512-fix//P_600.png'];1.0;0.4605078399181366
['RAID/train/crop512-fix//P_494.png'];1.0;0.9306870102882385
['RAID/train/crop512-fix//P_675.png'];1.0;0.9919711351394653
['RAID/train/crop512-fix//N_892.png'];0.0;2.0610757474059938e-06
['RAID/train/crop512-fix//P_778.png'];1.0;0.9999537467956543
['RAID/train/crop512-fix//N_1676.png'];0.0;0.0032764284405857325
['RAID/train/crop512-fix//P_377.png'];1.0;0.9951828122138977
['RAID/train/crop512-fix//N_1674.png'];0.0;0.007182660046964884
['RAID/train/crop512-fix//P_71.png'];1.0;0.9995136260986328
['RAID/train/crop512-fix//P_326.png'];1.0;0.9926249384880066
['RAID/train/crop512-fix//P_669.png'];1.0;0.9686675667762756
['RAID/train/crop512-fix//P_698.png'];1.0;0.9397923350334167
['RAID/train/crop512-fix//N_1331.png'];0.0;6.185528945934493e-06
['RAID/train/crop512-fix//N_1057.png'];0.0;0.0176954735070467
['RAID/train/crop512-fix//N_1096.png'];0.0;0.03328678011894226
['RAID/train/crop512-fix//N_1478.png'];0.0;0.004210134968161583
['RAID/train/crop512-fix//N_1673.png'];0.0;0.005870754364877939
['RAID/train/crop512-fix//N_1396.png'];0.0;1.745908048178535e-05
['RAID/train/crop512-fix//P_253.png'];1.0;0.6441812515258789
['RAID/train/crop512-fix//N_1641.png'];0.0;0.0035059615038335323
['RAID/train/crop512-fix//P_468.png'];1.0;0.4793066382408142
['RAID/train/crop512-fix//N_1756.png'];0.0;0.09304177016019821
['RAID/train/crop512-fix//N_1250.png'];0.0;0.011518492363393307
['RAID/train/crop512-fix//N_1645.png'];0.0;0.0010546307312324643
['RAID/train/crop512-fix//P_454.png'];1.0;0.4819760322570801
['RAID/train/crop512-fix//N_1391.png'];0.0;0.009850860573351383
['RAID/train/crop512-fix//N_1404.png'];0.0;0.2166401445865631
['RAID/train/crop512-fix//N_1099.png'];0.0;3.172149695696014e-11
['RAID/train/crop512-fix//N_1183.png'];0.0;0.0015980227617546916
['RAID/train/crop512-fix//N_1792.png'];0.0;0.014950434677302837
['RAID/train/crop512-fix//N_1315.png'];0.0;0.004645820241421461
['RAID/train/crop512-fix//N_1683.png'];0.0;0.009466775692999363
['RAID/train/crop512-fix//N_870.png'];0.0;7.998832734301686e-05
['RAID/train/crop512-fix//P_497.png'];1.0;0.91167151927948
['RAID/train/crop512-fix//N_943.png'];0.0;0.024271003901958466
['RAID/train/crop512-fix//N_1418.png'];0.0;0.013907165266573429
['RAID/train/crop512-fix//N_1617.png'];0.0;0.001750286784954369
['RAID/train/crop512-fix//P_126.png'];1.0;0.8594904541969299
['RAID/train/crop512-fix//N_1168.png'];0.0;0.0007312733796425164
['RAID/train/crop512-fix//N_894.png'];0.0;0.10334088653326035
['RAID/train/crop512-fix//N_1681.png'];0.0;0.038460515439510345
['RAID/train/crop512-fix//N_1448.png'];0.0;0.010915854014456272
['RAID/train/crop512-fix//N_1150.png'];0.0;0.012135092169046402
['RAID/train/crop512-fix//P_263.png'];1.0;0.964888334274292
['RAID/train/crop512-fix//P_455.png'];1.0;0.9877951145172119
['RAID/train/crop512-fix//N_1550.png'];0.0;0.001301947282627225
['RAID/train/crop512-fix//N_1332.png'];0.0;0.0032578043173998594
['RAID/train/crop512-fix//P_764.png'];1.0;0.9158393740653992
['RAID/train/crop512-fix//N_1530.png'];0.0;0.015600561164319515
['RAID/train/crop512-fix//N_822.png'];0.0;0.2496023327112198
['RAID/train/crop512-fix//P_347.png'];1.0;0.9948270916938782
['RAID/train/crop512-fix//N_1662.png'];0.0;0.007047025486826897
['RAID/train/crop512-fix//P_189.png'];1.0;0.9966747760772705
['RAID/train/crop512-fix//P_434.png'];1.0;0.03253462538123131
['RAID/train/crop512-fix//N_1104.png'];0.0;0.0051771504804492
['RAID/train/crop512-fix//N_836.png'];0.0;0.0011381832882761955
['RAID/train/crop512-fix//P_797.png'];1.0;0.9986659288406372
['RAID/train/crop512-fix//N_1384.png'];0.0;0.01596483588218689
['RAID/train/crop512-fix//N_1351.png'];0.0;0.1440967172384262
['RAID/train/crop512-fix//P_339.png'];1.0;0.984893262386322
['RAID/train/crop512-fix//N_633.png'];0.0;0.048304494470357895
['RAID/train/crop512-fix//P_357.png'];1.0;0.9943315982818604
['RAID/train/crop512-fix//P_387.png'];1.0;0.6678612232208252
['RAID/train/crop512-fix//N_1859.png'];0.0;0.13664382696151733
['RAID/train/crop512-fix//N_1251.png'];0.0;0.00028471442055888474
['RAID/train/crop512-fix//N_792.png'];0.0;0.4082690477371216
['RAID/train/crop512-fix//N_1312.png'];0.0;0.004928260110318661
['RAID/train/crop512-fix//P_4.png'];1.0;0.8320717811584473
['RAID/train/crop512-fix//N_1745.png'];0.0;0.004443313926458359
['RAID/train/crop512-fix//N_1809.png'];0.0;0.00995006412267685
['RAID/train/crop512-fix//P_255.png'];1.0;0.9708758592605591
['RAID/train/crop512-fix//P_584.png'];1.0;0.9319748878479004
['RAID/train/crop512-fix//N_1856.png'];0.0;0.003624927019700408
['RAID/train/crop512-fix//N_1577.png'];0.0;0.002397008938714862
['RAID/train/crop512-fix//P_242.png'];1.0;0.6694807410240173
['RAID/train/crop512-fix//N_1757.png'];0.0;0.011006103828549385
['RAID/train/crop512-fix//N_932.png'];0.0;0.018630078062415123
['RAID/train/crop512-fix//N_1542.png'];0.0;0.0008223972981795669
['RAID/train/crop512-fix//N_1723.png'];0.0;5.951636694589979e-07
['RAID/train/crop512-fix//N_1606.png'];0.0;0.0003515087882988155
['RAID/train/crop512-fix//N_1429.png'];0.0;0.00242091016843915
['RAID/train/crop512-fix//N_920.png'];0.0;3.9597331635832234e-08
['RAID/train/crop512-fix//P_54.png'];1.0;0.9975032210350037
['RAID/train/crop512-fix//N_1170.png'];0.0;0.08403998613357544
['RAID/train/crop512-fix//N_1046.png'];0.0;0.00640800641849637
['RAID/train/crop512-fix//P_627.png'];1.0;0.640953540802002
['RAID/train/crop512-fix//P_68.png'];1.0;0.9790207147598267
['RAID/train/crop512-fix//N_969.png'];0.0;0.031434979289770126
['RAID/train/crop512-fix//P_543.png'];1.0;0.9956041574478149
['RAID/train/crop512-fix//N_1152.png'];0.0;0.0004625425208359957
['RAID/train/crop512-fix//P_719.png'];1.0;0.9969174861907959
['RAID/train/crop512-fix//P_611.png'];1.0;0.9426512122154236
['RAID/train/crop512-fix//P_556.png'];1.0;0.9853019714355469
['RAID/train/crop512-fix//N_1015.png'];0.0;6.599845673362645e-16
['RAID/train/crop512-fix//N_1541.png'];0.0;0.01886214315891266
['RAID/train/crop512-fix//N_1568.png'];0.0;0.019052917137742043
['RAID/train/crop512-fix//N_1139.png'];0.0;0.012099536135792732
['RAID/train/crop512-fix//N_1401.png'];0.0;0.0034404003527015448
['RAID/train/crop512-fix//N_1068.png'];0.0;0.004395651165395975
['RAID/train/crop512-fix//N_953.png'];0.0;0.03522447869181633
['RAID/train/crop512-fix//N_1524.png'];0.0;0.0037016000133007765
['RAID/train/crop512-fix//N_1153.png'];0.0;0.00012523334589786828
['RAID/train/crop512-fix//N_984.png'];0.0;0.051849957555532455
['RAID/train/crop512-fix//N_1278.png'];0.0;0.0036725944373756647
['RAID/train/crop512-fix//P_386.png'];1.0;0.9992423057556152
['RAID/train/crop512-fix//N_1484.png'];0.0;0.0014516457449644804
['RAID/train/crop512-fix//P_117.png'];1.0;0.9991196990013123
['RAID/train/crop512-fix//N_1215.png'];0.0;0.1371677815914154
['RAID/train/crop512-fix//N_1649.png'];0.0;0.0032424619421362877
['RAID/train/crop512-fix//P_676.png'];1.0;0.21828420460224152
['RAID/train/crop512-fix//P_702.png'];1.0;0.8785774111747742
['RAID/train/crop512-fix//P_630.png'];1.0;0.993598461151123
